gene_symbol,Aux_rep1_RNA,Aux_rep2_RNA,Aux_rep3_RNA,noAux_rep1_RNA,noAux_rep2_RNA,noAux_rep3_RNA
mrps-6,8,4,12,10,11,2
R12E2.13,8,12,14,5,8,5
R13A1.5,3,7,4,0,3,2
ttr-32,3,16,6,11,14,22
ttr-8,0,0,1,5,8,2
mfsd-6,38,36,53,37,32,29
R13A5.10,2,2,1,3,3,6
R13D7.2,17,1,17,12,23,9
R13D11.4,5,9,4,6,7,0
cra-1,56,40,51,32,41,41
R13H7.2,6,5,2,1,5,6
gcp-2.1,59,41,67,71,60,23
R119.2,17,19,14,2,15,5
R119.3,21,6,13,7,14,5
pcf-11,57,79,53,50,30,38
R144.3,6,3,4,4,1,4
wip-1,18,27,25,10,15,15
smcr-8,5,4,13,5,6,0
R144.6,1,1,3,0,0,1
larp-1,333,342,397,278,289,238
R144.11,2,1,4,10,0,2
lmtr-5,0,6,5,1,0,3
R148.3,52,55,89,91,81,44
R148.5,14,5,7,10,15,13
R151.1,5,9,8,6,7,3
R151.2,61,59,79,46,55,44
R151.6,9,17,16,13,5,3
hsp-75,50,38,32,41,29,19
R151.8,10,3,7,4,3,4
pfd-5,9,14,10,21,13,3
R151.10,10,16,14,14,10,9
pde-4,73,66,93,65,60,68
mboa-6,34,46,39,20,49,35
R173.3,6,3,8,5,6,2
flp-26,17,42,44,13,28,19
R193.2,243,428,443,251,292,215
gcy-28,141,128,129,74,106,71
T01B6.1,2,0,2,1,4,0
aakg-4,5,2,5,8,4,1
eppl-1,52,52,51,26,34,18
lmd-5,15,16,14,32,23,19
aak-2,40,59,52,56,45,33
T01C8.2,1,0,1,4,1,3
got-1.2,87,131,130,85,101,42
T01D1.3,0,0,3,1,3,5
T01D1.4,2,0,0,0,2,0
nhr-212,2,10,1,0,3,1
T02B11.3,78,107,112,92,104,48
T02B11.4,19,28,24,8,4,3
T02C5.1,57,50,64,61,86,42
igcm-3,7,5,16,4,5,6
T02G5.7,50,60,51,24,42,26
mmaa-1,14,21,11,13,27,20
T02H6.1,91,75,104,29,47,31
thoc-1,2,6,3,2,12,3
T02H6.11,104,62,116,77,93,57
T03D3.5,1,9,2,5,4,4
uba-5,13,13,11,20,11,5
pgk-1,60,51,60,57,68,37
tfbm-1,12,17,19,9,4,0
guk-1,21,45,33,23,31,13
clec-53,2,2,7,3,6,2
T03F1.11,8,3,9,14,5,9
T03G6.1,0,0,0,3,5,0
T03G6.3,37,41,37,32,27,23
mans-3,18,21,10,10,17,7
T03G11.6,3,5,1,4,1,4
T04A6.1,1,4,1,10,3,3
T04B8.5,35,75,57,37,31,57
T04C4.1,38,35,59,64,54,64
T04C9.1,54,26,81,59,56,39
attf-5,18,21,16,19,9,12
T04G9.4,13,6,15,8,4,18
trap-2,34,34,58,57,39,34
T05A7.1,4,0,1,1,3,0
fut-6,1,0,3,3,7,1
T05A8.3,12,9,18,9,25,11
nep-2,39,66,75,66,53,28
T05A12.3,24,2,7,10,11,6
T05A12.4,20,7,7,5,6,5
phat-4,6,1,0,8,7,2
phat-5,7,13,16,3,7,8
T05B11.1,2,5,4,2,1,5
clic-1,30,19,18,16,20,30
T05C1.1,2,0,6,2,0,0
camt-1,53,41,64,28,37,41
T05C3.6,7,8,3,8,12,5
T05E7.1,5,5,6,13,0,1
T05E7.3,13,18,7,14,6,14
T05E7.4,2,2,1,2,1,0
let-355,15,10,16,15,22,9
acl-8,31,19,23,8,15,23
hpo-19,73,103,106,60,86,51
erfa-1,40,36,62,46,37,29
T05H4.10,22,17,24,12,22,11
atp-4,68,105,63,48,60,49
T05H4.15,4,1,6,2,3,0
glb-25,3,0,1,3,3,0
T06A1.5,6,5,9,11,12,0
mel-46,56,47,68,22,28,22
gtsf-1,1,2,7,3,7,1
lsy-13,1,4,11,8,9,3
T06F4.1,16,15,4,5,11,6
rrp-8,25,11,19,9,8,8
nog-1,456,335,444,249,223,130
T07A9.10,7,21,16,9,7,4
tag-261,6,23,1,3,8,10
T07D1.2,6,5,5,7,12,6
T07D3.4,3,13,7,7,0,5
T07D3.9,9,19,12,3,15,8
T07E3.3,5,2,9,8,5,3
T07E3.4,18,22,13,14,26,15
brc-2,3,1,3,4,2,1
pdf-1,63,89,81,51,77,62
T07F8.4,6,2,2,0,3,3
T07F12.1,1,4,5,2,3,5
T07F12.2,0,5,6,3,3,4
T07F12.4,16,20,13,8,22,26
bath-46,1,2,5,4,0,1
bath-26,3,1,0,1,3,3
T07H6.1,3,5,0,3,3,0
epg-7,35,10,45,44,42,26
ttr-30,1,4,2,4,3,2
ttr-59,0,1,0,3,1,1
T08B1.1,45,57,88,43,79,40
T08B1.4,0,0,0,6,2,0
rbm-5,20,27,19,28,30,23
ech-1.2,115,114,100,128,157,85
mrpl-23,10,7,8,6,4,1
math-39,1,0,0,0,1,0
math-41,42,15,18,29,25,21
acdh-10,101,158,83,121,130,87
ast-1,10,8,8,0,6,3
T08H10.1,78,120,131,104,116,83
T09A12.5,2,0,0,3,0,1
pigv-1,6,20,21,13,17,9
T09B4.2,0,2,3,3,5,2
T09B4.4,5,0,12,0,2,2
T09B4.5,22,9,15,12,17,20
T09B4.8,72,57,95,46,46,24
tin-44,13,20,30,18,5,1
T10B5.3,37,23,24,27,40,25
T10B5.4,1,1,0,0,2,0
cct-7,229,181,239,228,290,198
knl-3,8,18,7,3,9,9
T10B5.7,15,6,16,17,10,4
pcbd-1,2,4,0,8,10,4
cerk-1,33,20,33,8,20,6
ztf-4,12,3,13,10,10,12
T10B11.5,3,2,9,1,5,0
T10B11.6,11,13,9,27,7,10
hrde-4,7,10,11,7,6,5
T10D4.6,11,21,9,9,12,18
T10E9.1,3,0,0,0,2,1
T10E9.2,5,5,9,3,13,3
T10E9.3,3,4,2,2,0,0
nuo-2,42,54,66,54,53,26
T10E10.4,1,6,1,4,12,0
T10F2.2,10,16,13,7,9,3
prp-19,36,49,62,30,60,35
syx-18,11,17,16,6,5,4
T10H10.2,4,8,3,5,7,5
sav-1,1,6,4,1,5,2
stt-3,123,165,141,110,140,101
bcas-2,14,33,15,17,11,10
gen-1,6,10,6,6,3,7
esyt-2,13,11,21,16,19,17
T12B3.2,2,0,0,4,8,4
mob-3,5,5,14,5,1,4
ari-2,15,9,10,12,8,9
cec-6,9,5,4,5,4,5
T12E12.3,10,7,10,3,21,2
pho-14,11,17,8,5,4,4
lips-11,2,9,0,0,1,0
sut-1,7,5,3,2,5,0
T13C2.3,5,5,16,9,12,8
ssup-72,0,0,8,2,3,0
T13C2.6,86,82,123,67,88,57
T13C5.6,0,3,0,1,2,1
tmc-1,22,20,14,8,14,12
spat-3,63,61,70,44,45,40
T14A8.2,11,13,12,7,8,2
T14B4.1,31,36,32,10,10,13
mrps-18.C,3,9,8,3,12,6
T14B4.3,2,2,5,7,6,2
T14B4.8,2,3,6,5,4,2
svh-2,31,49,36,16,50,25
dop-3,1,3,12,4,3,9
vha-15,260,359,405,279,327,263
T14F9.2,5,16,14,10,15,11
hex-1,11,3,5,2,6,7
T14G11.1,8,19,19,8,21,5
immt-1,78,71,98,75,95,39
T15B7.1,12,27,21,14,9,13
hpo-8,84,101,96,68,85,65
T15B12.1,12,21,8,19,18,11
pals-25,7,9,7,3,1,4
nmt-1,60,68,61,46,50,55
T17H7.7,8,15,8,3,11,0
ttc-17,31,71,51,53,56,38
T19A5.3,0,2,1,6,12,2
pamn-1,7,5,8,5,12,7
T19B4.3,38,58,55,46,30,19
T19B4.5,5,12,14,1,4,1
best-17,10,8,14,5,3,4
T19C3.3,1,6,4,8,6,4
T19C3.4,18,12,14,18,14,7
T19C3.5,6,2,1,2,2,0
ttr-7,0,4,3,1,1,5
lgc-32,0,3,1,8,3,1
rund-1,9,7,11,4,4,1
T19D7.7,5,12,5,3,2,0
T19D12.1,99,125,114,82,99,65
T19D12.2,0,0,9,4,5,3
T19D12.4,141,169,201,141,140,111
T19D12.6,25,13,13,17,8,16
oig-8,6,7,4,5,4,5
T19D12.9,5,0,2,0,3,6
clec-178,1,2,5,5,3,4
frpr-18,4,3,0,1,4,0
ugt-9,13,9,9,12,3,2
T19H12.2,5,13,1,6,9,10
T19H12.3,4,1,16,3,11,3
ugt-12,41,48,71,76,72,72
ugt-11,12,9,15,8,15,3
T20B5.2,5,6,13,8,12,1
oga-1,55,49,42,71,71,37
trd-1,31,33,30,22,14,7
T20B12.3,30,45,32,19,11,5
T20B12.7,52,55,76,51,43,19
lgc-50,6,9,3,7,3,2
arrd-22,0,5,3,0,2,0
mrrf-1,4,2,9,5,5,0
T20F5.6,11,23,23,14,16,16
T20F5.7,4,8,6,14,8,17
T20F7.1,15,2,7,2,10,5
aakg-2,24,27,28,23,31,17
T20H4.5,90,86,86,55,89,54
pqbp-1.1,8,15,6,5,8,5
sma-10,8,8,14,13,15,6
T21D12.12,6,3,3,6,10,4
T21F4.1,26,29,30,27,45,35
T21H3.1,157,225,211,149,158,103
T22B7.3,9,6,8,7,1,2
T22B11.4,112,174,166,81,104,90
ogdh-1,390,410,485,298,338,301
T22D1.3,28,22,49,31,28,17
ribo-1,139,150,181,126,175,120
ruvb-2,42,64,87,34,47,35
npr-12,6,2,3,5,5,4
T22E5.6,0,0,1,2,1,2
lron-8,6,6,7,10,6,3
T22F3.2,18,6,15,10,8,14
pygl-1,240,247,281,190,228,224
T22F7.1,12,12,24,10,8,12
T22F7.4,7,7,6,8,8,1
T22H9.1,41,35,39,12,40,13
atg-9,41,26,32,53,50,28
dmd-8,8,9,2,4,7,5
T23B3.1,6,17,11,14,7,4
T23B3.2,3,2,2,3,0,0
ckr-1,6,5,1,1,5,6
T23B3.6,8,6,8,8,5,9
phf-30,5,4,3,0,1,0
mrpl-4,51,63,59,39,76,47
mrps-2,9,19,14,17,7,14
natc-1,31,15,29,18,28,23
T23B12.6,6,1,13,9,0,7
T23B12.8,2,0,1,0,1,0
cnp-3,45,21,51,41,48,22
T23C6.4,5,1,2,1,1,0
T23E7.2,205,224,304,211,239,143
T23F2.2,31,43,31,13,34,25
T23F2.3,8,11,12,7,5,11
T23F2.5,2,5,5,2,5,2
T23F4.2,27,33,25,27,13,19
T23H2.3,11,19,19,22,16,17
T24A6.20,3,7,5,7,5,6
ucr-2.3,8,5,6,3,0,3
T24C4.4,2,1,3,2,4,0
zer-1,77,73,85,59,77,53
ztf-18,6,5,10,11,5,4
T24C12.3,1,2,6,4,6,4
lgc-40,4,11,7,4,5,8
eat-17,21,14,18,23,22,20
T24E12.5,6,3,2,2,4,5
T24E12.10,2,7,12,2,1,5
T24G10.2,15,6,15,20,8,7
T24H7.2,44,35,80,46,42,35
T24H7.3,3,0,0,4,0,1
tat-4,13,24,17,17,13,7
nep-22,189,293,270,174,266,169
mrpl-28,29,24,22,30,20,12
T25D3.4,5,3,13,11,24,5
T25D10.1,3,2,6,2,13,7
zig-10,0,1,0,2,1,2
T25D10.4,1,1,0,4,7,3
T25F10.3,12,6,0,5,8,9
clik-1,494,381,483,434,417,245
T25G12.3,2,0,0,3,2,2
acdh-7,40,34,23,49,41,19
T25G12.6,11,5,7,3,8,5
algn-1,7,7,10,5,5,7
jhdm-1,38,32,28,25,31,27
T26A5.6,11,19,5,10,9,5
T26A5.8,1,5,11,7,4,3
T26A8.1,7,14,19,5,13,7
T26A8.4,16,20,10,18,10,4
T26C12.1,54,61,65,65,46,45
lgc-34,24,11,22,10,18,13
slc-36.2,7,10,16,12,17,6
trak-1,44,59,64,44,56,45
usp-5,23,52,65,23,26,21
nmrk-1,15,9,5,4,3,3
T27A3.7,2,0,1,4,4,0
T27A10.6,3,7,5,10,4,10
cgr-1,8,10,10,6,3,2
nhr-228,8,1,11,2,4,6
T27C4.1,73,85,108,91,121,59
hpo-36,5,0,5,0,10,5
fip-2,10,13,11,5,10,6
T27E4.7,8,14,9,6,5,4
vps-24,7,6,4,8,5,4
shc-2,8,14,17,11,7,17
eif-1,36,33,40,30,45,22
T28A11.2,2,2,2,5,2,5
fbxa-64,3,0,1,2,1,0
T28B4.1,8,9,8,5,14,9
ttr-6,3,11,14,16,24,2
hic-1,23,60,43,25,21,23
T28C12.2,1,2,3,0,0,3
T28C12.4,112,121,104,77,152,102
T28D9.1,45,43,58,47,60,29
plpp-1.2,4,4,1,2,13,4
del-10,3,5,5,5,4,4
T28F2.2,0,0,3,2,4,1
jmjc-1,32,30,59,46,32,25
acd-5,1,5,6,3,0,2
T28H11.8,11,25,28,5,12,1
VC5.2,1,4,4,1,1,1
W01A11.1,19,20,10,9,10,1
cpt-6,4,9,4,4,7,2
W01A11.7,13,15,13,13,4,0
nol-58,419,480,523,312,342,322
W01B11.6,8,12,11,15,10,15
set-19,8,3,11,14,4,2
W01C8.5,13,3,11,10,10,15
W02C12.2,1,7,6,3,2,2
hlh-30,142,146,209,100,157,96
cytb-5.2,17,18,28,12,11,7
dhod-1,16,7,20,15,22,23
W02D3.4,5,14,8,7,9,3
fnci-1,29,41,38,16,25,15
hrpf-1,21,26,16,32,30,16
W02D3.12,7,4,4,5,2,2
W02D7.6,8,6,8,4,0,4
W02F12.2,3,3,10,7,1,4
W02F12.4,8,13,10,8,12,3
dlst-1,154,120,168,130,173,98
sna-1,15,5,6,1,1,1
kel-8,9,13,16,12,10,10
W02G9.3,5,0,0,2,3,5
W02G9.4,12,12,12,10,15,12
angl-1,6,4,10,4,6,12
W02H5.2,13,11,5,12,7,5
W02H5.8,3,12,8,12,4,6
polq-1,16,6,6,5,6,13
W03A5.2,5,11,4,0,10,5
W03A5.6,7,20,26,17,14,16
trpl-2,2,8,6,1,4,8
W03D8.8,16,10,8,14,20,4
W03F8.3,13,7,20,18,12,6
W03F8.4,7,0,1,8,2,0
gpa-18,3,0,9,2,0,0
W03F9.1,131,192,129,91,107,108
W03F9.4,15,8,12,3,6,2
sftb-2,78,129,83,71,82,68
afd-1,86,91,80,75,91,67
W03G1.5,10,9,6,2,4,1
pig-1,15,13,12,10,14,9
W04B5.3,23,14,27,17,17,16
mrpl-30,17,5,7,15,6,2
W04B5.5,7,2,10,10,9,0
W04C9.2,3,4,3,1,4,5
W04C9.4,29,23,33,24,12,15
W05F2.4,62,83,99,67,80,66
W05F2.7,5,3,12,15,16,5
pck-1,234,325,356,215,232,149
W05H7.1,2,2,3,3,5,5
zfp-3,17,6,19,13,17,13
W05H9.1,53,48,57,49,38,17
W05H9.2,19,15,11,11,4,6
W05H9.4,2,5,5,10,1,6
W06B4.2,8,13,6,5,5,4
vps-18,22,21,22,6,15,20
atat-2,3,1,4,3,1,5
dct-11,2,4,5,1,0,0
W06E11.1,18,22,16,17,28,17
sbds-1,13,5,15,12,7,5
W06H8.2,9,5,7,10,3,1
W06H8.6,102,97,96,94,137,90
cpr-8,25,53,33,26,36,33
nol-2,101,122,140,70,115,63
W07E6.2,88,80,57,22,38,23
unc-132,57,98,105,69,94,74
zip-11,3,7,7,4,0,5
W08E12.7,317,363,405,332,377,247
W08F4.3,12,20,12,15,27,12
mlt-8,0,0,0,19,24,11
cdc-37,39,34,45,43,51,21
eri-3,0,7,2,10,7,9
W09B6.4,3,2,11,0,3,4
W09C3.4,6,8,2,5,10,2
ncs-6,3,2,8,1,3,7
W09G12.7,2,6,6,3,1,2
W10C8.4,5,10,2,4,7,1
W10C8.5,30,38,39,35,40,17
nfyb-1,11,6,9,7,10,1
tomm-22,13,2,6,2,8,0
lgc-45,29,35,36,34,24,25
W10G11.19,4,4,18,10,10,11
dnc-3,1,0,3,2,2,3
mgl-3,11,11,10,6,4,10
Y4C6B.1,5,6,7,1,3,7
Y4C6B.2,5,0,1,3,8,8
Y4C6B.3,2,2,2,8,6,7
Y4C6B.5,7,2,5,1,4,3
gba-4,26,17,26,12,24,5
Y4C6B.7,3,5,1,1,1,4
arx-4,17,23,27,17,23,15
Y8A9A.2,5,3,9,12,0,12
Y9C9A.8,1,5,10,1,3,1
Y9C12A.1,0,1,0,2,0,1
Y14H12A.1,0,0,1,0,2,0
Y14H12B.1,2,3,4,7,5,4
Y17G9B.5,5,3,10,5,6,1
Y18H1A.2,4,12,7,7,8,2
hgap-1,26,43,25,30,46,29
Y18H1A.4,2,2,6,1,3,2
crtc-1,21,20,12,27,37,22
gap-3,23,26,18,9,16,15
Y20F4.4,8,7,10,8,5,13
Y22D7AL.9,1,0,6,4,2,7
Y22D7AL.10,73,83,91,72,71,32
Y22D7AL.15,0,1,4,7,2,3
Y22D7AR.6,5,5,5,0,1,5
pid-3,2,8,9,11,11,2
Y23H5B.5,35,18,37,20,20,13
Y23H5B.6,57,43,60,26,32,34
ell-1,97,132,145,97,117,115
tald-1,104,118,125,73,68,63
copb-1,105,141,102,100,127,99
Y25C1A.7,8,13,18,8,14,3
Y25C1A.8,6,9,12,3,8,7
Y25C1A.13,5,5,5,9,9,6
nphp-2,10,1,6,1,9,3
zig-11,19,21,27,21,6,8
thoc-5,3,3,5,8,3,5
szy-2,7,3,16,1,6,4
paqr-2,22,8,13,7,5,3
Y32H12A.6,7,2,3,5,1,2
Y32H12A.7,6,10,11,4,2,0
Y32H12A.8,103,91,84,67,92,62
Y34B4A.2,3,3,0,9,5,2
Y34B4A.4,12,17,10,14,19,8
Y34B4A.5,4,1,3,1,5,0
Y34B4A.6,83,172,161,85,101,113
Y34B4A.7,11,7,5,2,7,5
rga-8,10,10,5,6,11,4
Y34B4A.9,22,44,51,21,33,33
Y34B4A.10,1,2,3,0,5,1
mrpl-38,29,28,38,35,31,19
npr-23,5,1,8,2,3,5
Y34D9A.3,6,5,5,2,0,3
glrx-10,13,19,11,20,29,9
Y34D9A.7,11,10,21,15,20,7
vps-4,21,36,33,24,15,21
spp-23,7,9,13,9,8,7
Y34F4.5,5,12,9,4,12,13
rev-3,6,6,5,0,4,0
Y37E3.1,9,2,5,1,0,0
rpb-10,4,4,3,2,13,0
moag-4,2,7,3,0,3,2
Y37E3.8,609,354,591,573,591,346
eif-2alpha,85,89,102,74,69,59
pcyt-2.1,53,61,59,53,41,34
iglr-3,8,3,8,10,9,0
fpn-1.1,11,31,11,12,13,6
Y37E3.17,96,79,101,96,79,75
Y37E11AL.3,13,3,8,3,3,11
fmil-1,23,34,35,18,46,35
taf-6.2,8,19,17,12,19,11
smgl-2,32,27,27,7,10,10
Y37E11AM.2,1,0,8,0,3,2
Y37E11AM.3,19,45,37,25,21,29
siah-1,28,19,35,39,23,33
nape-2,8,3,9,2,13,9
nape-1,9,9,5,3,5,10
ugt-45,33,36,38,8,14,8
Y37E11B.5,25,30,29,23,27,21
Y37E11B.7,2,5,6,7,3,3
Y37F4.7,0,3,1,0,4,2
smut-1,3,4,5,5,6,2
Y38A10A.7,0,1,3,0,1,1
Y38C1AA.1,25,28,22,21,13,15
pnc-1,6,5,15,5,6,6
Y38C1AA.6,1,0,2,0,1,0
Y38C1AA.9,7,4,2,1,1,0
prdx-6,5,0,7,3,2,6
Y38C1AA.12,8,1,11,1,1,2
cyp-29A3,1,3,5,5,0,0
nsy-4,38,34,46,33,39,28
trap-3,68,74,94,92,103,64
Y38F2AR.3,19,6,10,11,6,10
tftc-1,40,25,44,23,40,24
ppgn-1,13,17,8,13,14,8
Y38F2AR.9,4,7,9,23,15,17
Y38F2AR.12,40,37,55,32,31,31
ckr-2,17,20,17,13,12,4
Y39A3CL.1,14,13,32,12,6,3
Y39A3CL.3,0,3,2,0,0,0
Y39A3CL.4,12,13,14,5,5,1
Y39A3CL.7,14,5,7,7,6,3
ttc-7,24,17,13,20,8,15
hlh-33,10,12,19,11,8,12
rfip-2,22,38,17,21,34,17
zwl-1,15,22,6,23,26,17
ugt-31,9,0,2,0,0,0
eif-2gamma,100,99,123,114,124,95
Y39G10AR.9,2,1,6,10,4,6
epg-2,25,23,31,19,20,19
Y39G10AR.11,120,105,125,114,132,73
tpxl-1,25,24,27,13,19,13
sydn-1,9,16,8,7,11,11
dot-1.1,62,68,66,50,60,51
tbca-1,1,6,2,3,2,1
nsun-4,10,33,31,18,32,25
Y39H10A.6,11,8,21,11,10,4
lbp-9,76,84,75,104,66,39
comt-3,8,16,4,2,3,3
comt-5,9,14,8,8,4,3
Y40B10B.1,0,7,4,0,0,1
sqst-2,7,1,12,5,11,1
Y40D12A.1,4,12,6,11,3,5
ctsa-2,27,47,40,26,25,11
Y41D4A.4,101,124,121,96,99,90
Y41D4A.5,39,44,51,34,19,26
Y41D4A.6,6,9,7,6,9,11
Y41D4A.7,10,16,16,13,28,10
frpr-19,9,7,13,6,5,10
Y41D4B.4,20,30,42,11,17,24
Y41D4B.11,22,18,36,8,21,9
hpo-6,6,7,10,10,0,8
Y41D4B.17,2,0,7,6,1,1
nhr-274,2,5,6,12,5,3
aakg-3,8,0,8,0,8,2
gbb-1,23,12,19,11,20,9
Y41G9A.5,3,4,0,4,2,0
Y42G9A.1,5,8,7,7,4,2
Y42G9A.2,1,3,5,8,9,6
Y42G9A.3,35,167,125,43,46,37
mvk-1,82,121,132,77,118,59
wht-7,18,15,1,8,9,13
Y42H9AR.1,21,26,23,24,25,29
rabs-5,10,4,5,7,8,2
Y42H9AR.4,7,7,15,14,8,2
Y43B11AR.1,15,15,8,3,1,3
Y43B11AR.3,13,7,7,2,5,1
Y43H11AL.1,18,18,20,8,10,5
laat-1,26,20,33,20,21,29
trx-4,1,5,7,3,3,0
cdap-2,19,33,10,11,17,12
edc-4,27,29,27,18,34,31
zip-4,14,13,14,9,19,7
Y45G5AL.1,41,38,31,21,38,34
Y45G5AM.3,17,12,15,5,2,2
Y45G5AM.6,5,10,2,4,7,4
Y45G5AM.7,10,0,12,1,5,3
Y45G5AM.9,19,19,10,8,10,11
nuo-5,174,295,264,196,203,149
Y45G12B.2,10,24,25,8,31,13
Y45G12B.3,5,11,23,10,6,9
Y45G12C.1,1,4,2,2,2,1
clec-72,32,37,24,29,49,42
clec-76,2,2,7,1,3,0
Y46D2A.2,8,6,20,2,2,0
Y46E12BL.2,148,103,102,88,144,100
spsb-1,72,36,41,50,50,38
clec-205,7,0,2,2,0,1
ttc-37,27,24,27,10,19,14
Y47A7.2,40,35,42,24,47,17
Y47D7A.13,3,4,2,32,52,12
rft-2,1,5,4,0,7,7
Y47D9A.1,24,23,39,26,34,26
scpl-3,9,11,13,10,15,8
rde-10,7,4,14,3,2,3
Y47G6A.5,33,20,10,34,34,25
pcaf-1,2,8,8,4,4,5
Y47G6A.7,8,11,5,9,3,8
Y47G6A.9,10,14,15,4,5,10
ccep-290,7,1,6,0,4,5
Y47G6A.18,13,45,18,13,38,12
Y47G6A.19,23,35,39,28,27,25
Y47G6A.21,8,11,13,7,15,3
Y47G6A.22,23,42,16,15,16,19
mis-12,6,0,0,3,4,0
Y48A5A.1,8,14,16,7,8,4
Y48G1A.1,3,6,4,3,5,7
nol-14,92,145,124,50,88,65
Y48G1BR.1,2,3,7,7,7,2
pid-2,5,8,7,2,5,0
pgs-1,5,2,1,0,0,3
Y48G1C.8,23,34,25,26,45,21
Y48G1C.9,1,0,3,0,0,2
Y48G1C.10,12,24,15,5,12,4
herc-1,24,25,22,25,21,23
Y48G8AL.5,89,66,82,53,98,37
Y48G8AL.10,6,11,5,9,6,7
Y48G8AL.12,0,0,0,5,8,4
Y48G8AL.13,35,72,65,49,51,45
Y48G8AR.2,2,1,5,7,2,0
gcn-1,300,349,392,237,244,217
frl-1,18,36,20,21,20,15
Y48G9A.9,2,17,18,8,8,3
ugt-29,4,6,7,2,2,1
cyh-1,2,8,6,9,3,2
Y49F6B.2,13,10,17,4,4,7
Y49G5B.1,18,0,4,6,7,8
otub-2,28,45,28,36,31,29
Y50D4A.1,14,14,24,4,13,2
wrb-1,3,0,1,5,0,6
Y50D4A.4,2,5,9,5,8,2
Y50D4B.1,4,9,9,9,2,4
Y50D4B.4,16,14,9,16,25,18
Y50D4B.6,1,18,5,2,1,11
Y50D4C.3,13,12,22,9,15,6
Y50D4C.5,7,13,7,4,12,5
Y50D7A.1,7,13,5,4,2,5
xpd-1,15,6,7,9,11,15
Y50D7A.3,7,2,10,17,7,10
hpo-29,92,77,112,59,86,51
Y50D7A.8,23,14,14,18,10,8
taco-1,14,15,9,4,19,5
Y50D7A.10,1,2,1,3,0,1
Y51F10.3,4,12,15,10,13,10
Y51F10.4,17,3,4,6,2,4
hex-4,0,2,4,12,2,0
Y51F10.7,100,75,136,46,63,43
spe-48,5,2,5,0,1,0
alkb-1,27,22,31,29,14,24
cogc-4,21,17,25,14,16,17
Y51H7C.7,4,2,4,0,1,0
nol-6,45,53,57,33,27,28
Y52E8A.3,5,9,5,1,4,0
Y53G8AL.2,101,119,149,96,99,79
Y53G8AM.8,13,6,15,20,21,13
phf-15,8,18,33,28,15,13
ral-1,5,4,1,3,6,9
Y53G8AR.5,2,3,2,4,6,3
Y53G8AR.6,28,28,23,27,34,15
Y53G8AR.7,6,2,9,5,3,3
Y53G8AR.8,4,5,13,6,17,2
Y53G8AR.9,29,38,28,22,32,22
Y53G8B.2,6,15,7,5,10,4
nipa-1,16,31,22,21,10,8
txl-1,12,1,20,10,9,14
dnc-6,0,0,3,0,0,1
Y54E10A.6,13,27,28,14,21,4
mrpl-17,4,17,12,8,12,13
Y54E10A.10,35,36,32,30,16,21
Y54E10A.11,27,31,39,25,25,27
mab-31,13,18,22,10,18,14
Y54E10A.17,3,3,6,5,4,6
Y54E10BL.3,2,12,4,1,2,5
nduf-5,21,15,32,16,13,3
pign-1,3,3,5,4,3,3
Y54E10BR.3,8,13,18,16,10,13
Y54E10BR.4,74,47,63,54,48,40
sec-11,18,35,14,18,18,9
rpb-7,10,4,14,3,18,7
ztf-23,4,4,0,0,3,0
Y54F10AL.1,14,7,10,14,8,4
Y54F10AM.5,32,12,12,15,14,9
Y54F10AM.8,160,110,150,111,149,75
Y54F10AR.1,31,44,27,19,26,17
Y54F10AR.2,8,18,9,14,9,18
ppm-1.D,15,6,12,14,14,3
iffb-1,109,92,113,91,107,55
Y54F10BM.9,4,4,8,1,4,3
atln-1,39,42,55,44,36,33
samt-1,2,5,9,12,4,9
clec-85,32,48,56,31,39,26
Y54G2A.10,0,0,0,0,2,3
Y54G2A.11,38,15,27,74,72,44
clec-83,5,8,13,10,11,5
nprt-1,37,39,36,30,18,14
Y54G2A.18,24,33,50,23,35,27
manf-1,20,17,17,29,26,16
Y54G2A.26,58,48,59,45,53,49
ndnf-1,24,45,36,25,33,27
Y54G2A.32,6,2,3,15,5,4
clec-84,7,3,6,17,3,5
ser-6,3,6,2,2,10,7
Y54H5A.1,84,73,79,35,57,30
Y54H5A.2,62,92,58,32,49,36
rbm-42,9,20,19,12,19,17
oxy-4,3,1,3,4,10,0
gtf-2H5,0,2,0,1,2,0
helq-1,11,11,6,4,11,14
Y55B1AR.2,12,6,24,22,8,10
Y55B1BL.1,14,7,6,19,14,7
stim-1,24,34,42,12,28,25
Y55B1BR.2,9,1,1,4,2,15
magu-1,1,0,0,5,5,1
Y55D5A.1,9,15,11,14,9,12
Y55D5A.4,3,0,0,0,3,0
mrps-25,9,7,9,4,23,2
rbm-39,27,19,37,24,23,7
atg-3,9,19,18,21,18,7
Y55F3AM.5,10,0,2,7,6,2
immp-2,10,2,0,5,1,0
Y55F3AM.9,11,8,12,9,12,11
Y55F3AM.11,2,0,2,6,3,0
dcap-1,5,4,6,4,8,4
Y55F3AM.13,32,37,33,37,26,24
cox-18,7,6,14,3,7,10
Y55F3AR.2,29,33,28,17,36,32
cct-8,146,91,145,181,170,119
mrpl-46,10,4,9,0,21,11
zipt-15,11,17,10,20,8,19
Y55F3BR.1,9,15,13,7,14,9
Y55F3BR.2,5,2,6,4,6,1
Y55F3BR.6,6,11,0,4,1,0
lem-4,6,1,4,10,5,4
kvs-5,22,23,38,12,20,19
cutl-26,8,3,12,11,2,2
vha-19,158,128,162,133,151,93
